review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category
2473,Womens-heels,Carrson,28/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,I haven't worn these shoes,"I haven't worn these shoes yet, but they are absolutely gorgeous. I normally wear size 6.5-7 and I ordered a 7 and the fit is great. The color doesn't really match the color advertised , but for me the actual color is much prettier. I can't wait to wear them!!",260.0,Woman's
2474,Womens-heels,Carrson,27/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,Versatile Shoe,Comfortable and you can wear these heels with so many outfits! I have to say that I love them! In all the shoes I wear I buy an 8 but in SM I have to go up half size in heels which is no major issue.,199.0,Woman's
2475,Womens-heels,Carrson,25/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,Love! Very comfortable and easy,Love! Very comfortable and easy to walk in! My new favorites <3,63.0,Woman's
2476,Womens-heels,Carrson,23/09/2021,3 star rating,Not specified,Not specified,Verified Buyer,Extremely narrow,Cute heels but Had to return them.,34.0,Woman's
2477,Womens-heels,Carrson,23/09/2021,2 star rating,Not specified,Not specified,Verified Buyer,Run small,"I thought they were confortable, they Run small!! So disappointed!!",67.0,Woman's
2478,Womens-heels,Carrson,22/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,I got wide feet so,"I got wide feet so it was a little tight, but the delivery came on time and all. Love the shoes . Fit true to size",114.0,Woman's
2479,Womens-heels,Carrson,22/09/2021,4 star rating,Not specified,Not specified,Verified Buyer,Beautiful shoes,"They are gorgeous shoes, but are not true to size. I had to order a full shoe size up because my toes were squished. But they are comfortable for heels and they look nice with dress capris",188.0,Woman's
2480,Womens-heels,Carrson,21/09/2021,3 star rating,Not specified,Not specified,Verified Buyer,Way to narrow for the heel height,I had to return the width is Way to narrow for the heel height,62.0,Woman's
2481,Womens-heels,Carrson,20/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,Very Reliable,Super easy to walk in and classy!,33.0,Woman's
2482,Womens-heels,Carrson,17/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,I like everything about it.,I like everything about it.,27.0,Woman's
2483,Womens-heels,Carrson,15/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,THE BESTTTT!!!,"Coming from a person that rarely wears heels, I ordered a half size up as I always do with heels and wore this right out the box. OMG the comfort was unreal! These are a must have and look amazing with almost anything!!",219.0,Woman's
2484,Womens-heels,Carrson,14/09/2021,1 star rating,Not specified,Not specified,Verified Buyer,Color does not look like,Color does not look like this,29.0,Woman's
2485,Womens-heels,Carrson,12/09/2021,5 star rating,Not specified,Not specified,Verified Buyer,"Steve Madden, You've done it again!","All heels I get from Steve madden are comfortable, and this was no different! I loved this shoe! Classic and wearable for the whole night!",138.0,Woman's
2486,Womens-heels,Carrson,09/09/2021,4 star rating,Not specified,Not specified,Verified Buyer,Nice,Super cute and can be worn at an elegant function or dressed down and paired with some jeans and a cute top. A bit snug at first but I didn’t break them in before i went out. Considering I wore them for 5 hours right out the box they were pretty comfy considering. Im sure after a couple wears they will,303.0,Woman's
2487,Womens-heels,Carrson,02/09/2021,1 star rating,Not specified,Not specified,Verified Buyer,Too little,Too little,10.0,Woman's
2488,Womens-heels,Carrson,02/09/2021,3 star rating,Not specified,Not specified,Verified Buyer,Ran small,Ran small and had a scuff mark on the heel,42.0,Woman's
2489,Womens-heels,Carrson,01/09/2021,1 star rating,Not specified,Not specified,Verified Buyer,Way narrow,I have a pretty narrow foot and I couldn’t fit my foot into it. Returned them instantly.,88.0,Woman's
2490,Womens-heels,Carrson,31/08/2021,2 star rating,Not specified,Not specified,Verified Buyer,Not Pleased,"Online the color looks very nude, but in person it is actually very gray and I plan to return them. Not sure about quality - haven’t worn, but the color is off putting.",168.0,Woman's
2491,Womens-heels,Carrson,30/08/2021,2 star rating,Not specified,Not specified,Verified Buyer,Wrong color,"These shoes present as a blush color, however other reviews have mentioned they are more tan in color, so we purchased with that understanding, however the shoes that arrived we not tan nor blush. They were more of a grey color if anything. We promptly returned these as the color was not acceptable.",300.0,Woman's
2492,Womens-heels,Carrson,27/08/2021,5 star rating,Not specified,Not specified,Verified Buyer,Simple and comfortable,"Originally purchased for a bridesmaid outfit, but decided to rebuy in the diamond crystal version. Very cute and comfortable thick heel for long/standing wear.",159.0,Woman's
2493,Womens-heels,Carrson,25/08/2021,5 star rating,Not specified,Not specified,Verified Buyer,New Shoes,so cute,7.0,Woman's
2494,Womens-heels,Carrson,24/08/2021,4 star rating,Not specified,Not specified,Verified Buyer,Great event shoe,"Ordered these for a wedding I am in. They are a great height and only mildly uncomfortable. Order 1/2 size up, they run a little small.",135.0,Woman's
2495,Womens-heels,Carrson,21/08/2021,4 star rating,Not specified,Not specified,Verified Buyer,Updated basic,Love this shoe- basic black with an updated heel and detail. Goes with anything and surprisingly comfortable. Shipping did take well over 2 weeks.,146.0,Woman's
2496,Womens-heels,Carrson,19/08/2021,1 star rating,Not specified,Not specified,Verified Buyer,Horribly uncommon,Do not buy these shoes unless you want your feet to hurt the entire evening. Extremely uncomfortable.,101.0,Woman's
2497,Womens-heels,Carrson,19/08/2021,1 star rating,Not specified,Not specified,Verified Buyer,Different then picture,"These were super tall compared to what the models look like wearing them in the pictures. Also, my feet must be super wide because the front strap barely held my foot in place. I will be returning.",197.0,Woman's
2498,Womens-heels,Carrson,18/08/2021,5 star rating,Not specified,Not specified,Verified Buyer,Love!,Comfortable!!! True to size,27.0,Woman's
2499,Womens-heels,Carrson,15/08/2021,5 star rating,Not specified,Not specified,Verified Buyer,Shoe love,I love them they go with everything!,36.0,Woman's
2500,Womens-heels,Carrson,14/08/2021,4 star rating,Not specified,Not specified,Verified Buyer,Terrible but then wonderful,"I initially received a very broken shoe, but customer service was very helpful and immediately sent a new order with express shipping. Once I received the new shoes they looked great and very comfortable to walk in",214.0,Woman's
2501,Womens-heels,Carrson,14/08/2021,4 star rating,Not specified,Not specified,Verified Buyer,"Comfy, but wish it was slightly wider","I think these are super comfy for being 4 inch heels. I also feel it is true to size but if it was slightly wider, it would be even better. No, I don’t have wide feet.",167.0,Woman's
2502,Womens-heels,Carrson,14/08/2021,5 star rating,Not specified,Not specified,Verified Buyer,great !,great !,7.0,Woman's
2503,Womens-heels,Carrson,28/07/2021,3 star rating,Not specified,Not specified,Verified Buyer,Color looks like a grey,Color looks like a grey tan rather than nude,44.0,Woman's
2504,Womens-heels,Carrson,23/07/2021,5 star rating,Not specified,Not specified,Verified Buyer,Great Quality!!!,Super solid shoes!!! So glad I bought them. Super comfortable and they fit perfectly! Another awesome purchase from Madden!,123.0,Woman's
2505,Womens-heels,Carrson,22/07/2021,5 star rating,Not specified,Not specified,Verified Buyer,So pretty with enough cushion,So pretty with enough cushion to make them not overtly uncomfortable from the height. Very versatile as well! Love them!,120.0,Woman's
2506,Womens-heels,Carrson,22/07/2021,5 star rating,Not specified,Not specified,Verified Buyer,Maravilhosa,"Chegou no tempo certo, atendimento on-line nota 10, amei a qualidade do produto .
Muitíssimo grata . 🙌🏼👏👏👏👏",107.0,Woman's
2507,Womens-heels,Carrson,16/07/2021,5 star rating,Not specified,Not specified,Verified Buyer,Very comfy and sexy!,Very comfortable and worth the buy!,35.0,Woman's
2508,Womens-heels,Carrson,02/07/2021,4 star rating,Not specified,Not specified,Verified Buyer,Cute shoes,Cute shoes but the packaging was all sloppy and you could tell it was a return.,79.0,Woman's
2509,Womens-heels,Carrson,17/06/2021,3 star rating,Not specified,Not specified,Verified Buyer,Cute not comfy,The leather is super hard hopefully it’ll soften up with time,61.0,Woman's
2510,Womens-heels,Carrson,12/06/2021,5 star rating,Not specified,Not specified,Verified Buyer,Great,"I do recommend going a size up, but the heels were just what I needed and were no uncomfortable",95.0,Woman's
2511,Womens-heels,Carrson,08/06/2021,1 star rating,Not specified,Not specified,Verified Buyer,Broke the first time wearing,"After all the awesome reviews online, I was so excited to get these for my bridal shower. However this was short lived when as I was walking the whole strap ripped off making the heel completely useless. I was also going to wear these for my wedding but obviously can’t. For how expensive they were I’m",302.0,Woman's
2512,Womens-heels,Carrson,05/06/2021,5 star rating,Not specified,Not specified,Verified Buyer,The shoe was very nice,The shoe was very nice and the one issue was that the sizing was off a bit,74.0,Woman's
2513,Womens-heels,Carrson,05/06/2021,5 star rating,Not specified,Not specified,Verified Buyer,Best shoes I own,Best shoes I own,16.0,Woman's
2514,Womens-heels,Carrson,22/05/2021,3 star rating,Not specified,Not specified,Verified Buyer,Nice shoe but narrow,Beautiful looking shoe but very narrow width and didn’t fit my feet :/,70.0,Woman's
2515,Womens-heels,Carrson,05/05/2021,3 star rating,Not specified,Not specified,Verified Buyer,Narrow fit,This would've been perfect but they are made for mor,52.0,Woman's
2516,Womens-heels,Diora,10/06/2025,5 star rating,True to size,"Quality, Value, Stylish",Verified Buyer,Perfect Shoe,The fit was perfect I went up half a size and they went so perfectly with my outfit. I was in love the whole night. And all my guest loved my shoes as well.,156.0,Woman's
2517,Womens-heels,Diora,15/03/2025,3 star rating,Not specified,Not specified,Verified Buyer,Too Narrow,"I was so excited for these, but unfortunately, they are far too narrow. It was hard to get all of my toes under the band that goes across, and they did not stay like that as soon as I tried walking. I’m super bummed and wish these came in a wider size because they are so cute!",277.0,Woman's
2518,Womens-heels,Messa,19/06/2025,5 star rating,True to size,Stylish,Verified Buyer,So cute but shoes hurt,Wore them to graduation. They were so cute but they hurt.,57.0,Woman's
2519,Womens-heels,Messa,04/06/2025,5 star rating,Too Big,"Quality, Comfortable, Stylish",Verified Buyer,"Loved them,","Loved them,",11.0,Woman's
2520,Womens-heels,Dutchess,22/05/2025,2 star rating,Too Small,26-35,Verified Buyer,Way too small,"I’m an 8. 5 and a 9 was way too small, I got a 10 and they worked, but were still slightly too small.",101.0,Woman's
2521,Womens-heels,Dutchess,25/04/2025,3 star rating,Small,Not specified,Unverified,Runs Small,I want to love them so bad! I'm usually a 8. 5 & ordered a 9 based on size recommendation. They still fit a bit smaller than I expected. Could've used a 1/2 inch bigger width wise it fits perfectly & the shoe seems well made just sizing runs small.,248.0,Woman's
2522,Womens-heels,Dutchess,12/02/2025,5 star rating,True to size,Not specified,Verified Buyer,Beautiful Shoes!,Not only do they look amazing but they are comfortable too! Well made and worth every penny!,92.0,Woman's
2523,Womens-heels,Dutchess,12/02/2025,5 star rating,Too Big,Not specified,Verified Buyer,Nice purchase,Nice purchase,13.0,Woman's
2524,Womens-heels,Signal,18/06/2025,5 star rating,Too Big,"Stylish, Comfortable",Verified Buyer,Clear beauty,Very comfortable! This is my first pair of clear shoes and I wasn’t disappointed! I love the look! I paired them with a pant suit and received a lot of compliments! The heel is perfect to walk around in as well.,211.0,Woman's
2525,Womens-heels,Signal,10/06/2025,5 star rating,True to size,"Stylish, Comfortable",Verified Buyer,Comfortable and Stylish,I finally gave into this trend and now I don't know what took me so long. The shoes are comfortable and go with everything.,123.0,Woman's
2526,Womens-heels,Signal,11/05/2025,5 star rating,True to size,Not specified,Verified Buyer,Trendy Shoe,"Modern, trendy and it's neutral it goes with any color an the heel isnt to high. I would highly recommend.",106.0,Woman's
2527,Womens-heels,Signal,29/05/2025,5 star rating,True to size,"Stylish, Quality, Comfortable, Value",Verified Buyer,Love them!,Comfortable and cute. Dress them up or down!,44.0,Woman's
2528,Womens-heels,Signal,23/05/2025,5 star rating,True to size,"Quality, Comfortable, Value, Stylish",Verified Buyer,Signal clear,I like it and It is comfortable when I wear it.,47.0,Woman's
