review_id,subcategory,master_name,date,score,size,experience,verified,header,text,review_length,main_category,bert_sentiment,bert_score,mismatch,detected_aspects,topic,topic_prob
4006,Womens-heels,Brecki,24/11/2024,5.0,True to size,Not specified,Verified Buyer,Jazzy comfort,The shoe is very stylish with comfort to boot! It can be dressy or casual. Whatever your preference. This color in suede is on point.,133.0,Woman's,4.0,0.43919891119003296,True,"['comfort', 'style_and_appearance', 'quality_and_material', 'type_of_shoe']",11,0.5474603342923088
4008,Womens-heels,Brecki,25/11/2024,5.0,True to size,Not specified,Verified Buyer,Great purchase,"These shoes are for my wedding. I had to purchase in America as they are not stocked in Europe which was a pain!!. 

So comfy and not overly bridal",147.0,Woman's,5.0,0.5727260708808899,False,"['comfort', 'type_of_shoe', 'purchase_experience']",-1,0.0
4009,Womens-heels,Brecki,28/10/2024,5.0,True to size,Not specified,Verified Buyer,Perfection,"I am very pleased with this purchase. It is exactly what I had expected, and I couldn’t be happier with the result.",115.0,Woman's,5.0,0.7716594338417053,False,['purchase_experience'],-1,0.0
4010,Womens-heels,Brecki,11/11/2024,5.0,True to size,Not specified,Verified Buyer,Beautiful and fits well,Beautiful and fits well,23.0,Woman's,5.0,0.777186393737793,False,"['size_and_fit', 'style_and_appearance']",60,0.7351488646535423
4012,Womens-heels,Brecki,18/09/2024,5.0,True to size,Not specified,Verified Buyer,These shoes! Chef’s kiss!,"These shoes are true to size, incredibly comfortable and very stylish!! Would buy another 5 pairs.",98.0,Woman's,5.0,0.8985109925270081,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",15,0.9453158041570612
4013,Womens-heels,Brecki,04/09/2024,5.0,True to size,Not specified,Verified Buyer,Gorgeous,"The best most sexy, stylish comfortable shoes",45.0,Woman's,5.0,0.9520249366760254,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",29,0.619249090859265
4014,Womens-heels,Brecki,10/07/2024,5.0,True to size,Not specified,Verified Buyer,"Classy, Comfortable and Quality Shoe 👠","I love this shoe, and most importantly the style. The added feature of “pearls “ are amazing.

I also brought these in the blue material croc color.",148.0,Woman's,5.0,0.8803505897521973,False,"['style_and_appearance', 'quality_and_material', 'type_of_shoe', 'purchase_experience']",-1,0.0
4015,Womens-heels,Brecki,25/06/2024,5.0,True to size,Not specified,Verified Buyer,"Beautiful, chic shoe!",I am usually between 6.5-7 in heels. 7 fits perfect given the closed toe. They are so chic!,91.0,Woman's,5.0,0.505308210849762,False,"['size_and_fit', 'type_of_shoe', 'purchase_experience', 'specific_parts']",1,1.0
4016,Womens-heels,Brecki,04/07/2024,5.0,True to size,Not specified,Verified Buyer,Very comfortable and beautiful heels,Very comfortable and beautiful heels 👠,38.0,Woman's,5.0,0.7775108218193054,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",19,1.0
4017,Womens-heels,Brecki,25/05/2024,5.0,True to size,Not specified,Verified Buyer,Perfect!,Loved these for my courthouse wedding! So beautiful.,52.0,Woman's,5.0,0.9227032661437988,False,"['style_and_appearance', 'purchase_experience']",-1,0.0
4018,Womens-heels,Brecki,05/07/2024,5.0,True to size,Not specified,Verified Buyer,Classy and cute!,Very stylish as well as comfort!,32.0,Woman's,5.0,0.6393837928771973,False,"['comfort', 'style_and_appearance']",-1,0.0
4022,Womens-heels,Brecki,20/05/2024,5.0,True to size,Not specified,Verified Buyer,Beautiful!,So cute and comfy for a stiletto heel,37.0,Woman's,5.0,0.6187075972557068,False,"['comfort', 'style_and_appearance', 'type_of_shoe']",7,1.0
4023,Womens-heels,Brecki,02/05/2024,2.0,True to size,Not specified,Verified Buyer,Very pretty but uncomfortable for someone with high arches,"These are very pretty shoes, but cut me just above my toes due to my high arches. Unfortunately, I had to return them.",118.0,Woman's,2.0,0.4856874346733093,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience', 'specific_parts']",7,1.0
4024,Womens-heels,Brecki,18/04/2024,5.0,Too Big,Not specified,Verified Buyer,Wear with anything,"I am a high heel kind of person but these pumps are a game changer. These are beautiful, comfortable and versatile. I wear a 7 1/2 and purchased a 7 1/2 so they’re true to size.",177.0,Woman's,5.0,0.6975394487380981,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",1,1.0
4025,Womens-heels,Brecki,28/02/2024,5.0,True to size,Not specified,Verified Buyer,Dress the down or up!,Dress the down or up! Great shoe.,33.0,Woman's,5.0,0.8368099331855774,False,"['style_and_appearance', 'type_of_shoe', 'purchase_experience']",55,0.8923538791616914
4026,Womens-heels,Mareena,11/02/2025,5.0,True to size,Not specified,Verified Buyer,Love them!,"These are so cute and comfortable. Very versatile and can be dressed up or down. They have a decent bit of cushioning so it doesn't feel like you're walking on wood blocks, which I find is a common problem with heels. The toe strap is also rounded and cushioned so you don't get the blisters/raw skin",300.0,Woman's,4.0,0.6743133664131165,True,"['comfort', 'style_and_appearance', 'type_of_shoe', 'wearability', 'specific_parts', 'meta_terms']",-1,0.0
4027,Womens-heels,Mareena,04/04/2025,4.0,Small,Not specified,Verified Reviewer,just buy them… but…,"so cute and comfy, but they run small. . i know by now to size up for SM",72.0,Woman's,3.0,0.5306737422943115,True,"['size_and_fit', 'comfort', 'style_and_appearance']",-1,0.0
4028,Womens-heels,Mareena,01/02/2025,4.0,Small,Not specified,Verified Buyer,Nice just not for me,"Cute cool white heels, just a little to high to be comfy for me",63.0,Woman's,4.0,0.6900995969772339,False,"['comfort', 'style_and_appearance', 'type_of_shoe']",19,0.7873816331946913
4029,Womens-heels,Mareena,01/08/2024,5.0,True to size,Not specified,Verified Buyer,So pretty,Love love love these heels. Always receive so many compliments when I wear them. Very comfy too. No complaints!,111.0,Woman's,5.0,0.9450849294662476,False,"['comfort', 'type_of_shoe', 'purchase_experience', 'wearability']",19,0.4413108097164629
4030,Womens-heels,Mareena,20/07/2024,5.0,True to size,Not specified,Verified Buyer,They’re cute and exactly what,They’re cute and exactly what I was looking for :),50.0,Woman's,5.0,0.6816144585609436,False,['style_and_appearance'],10,0.8377129884764251
4031,Womens-heels,Mareena,15/06/2024,5.0,True to size,Not specified,Verified Buyer,The first time I wore,"The first time I wore them was to an outdoor wedding, I got multiple compliments and was able to comfortably wear them the entire night.",136.0,Woman's,5.0,0.5707535743713379,False,"['comfort', 'wearability', 'meta_terms']",-1,0.0
4032,Womens-heels,Mareena,28/06/2024,5.0,Not specified,Not specified,Verified Buyer,So comfy,These are going to be my wedding shoes! I’m so happy because they are SO comfortable!!,86.0,Woman's,5.0,0.8940965533256531,False,"['comfort', 'type_of_shoe', 'meta_terms']",-1,0.0
4033,Womens-heels,Mareena,18/07/2024,5.0,Not specified,Not specified,Verified Reviewer,Cute and Comfy!,Fits perfectly! There are just so cute!,39.0,Woman's,5.0,0.9254716038703918,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",-1,0.0
4034,Womens-heels,Mareena,01/07/2024,5.0,True to size,Not specified,Verified Buyer,Love them,"Fairly comfortable, fits perfectly and super cute",49.0,Woman's,5.0,0.496563196182251,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",-1,0.0
4035,Womens-heels,Mareena,18/03/2024,5.0,True to size,Not specified,Verified Buyer,"Comfortable, great texture","Perfect for spring, super cute and comfortable. Would recommend!",64.0,Woman's,5.0,0.8117973208427429,False,"['comfort', 'style_and_appearance', 'purchase_experience', 'meta_terms']",86,1.0
4036,Womens-heels,Mareena,13/02/2024,5.0,Not specified,Not specified,Verified Buyer,Super CUTE,I got these shoes to go with the denim fabric purse. Excited to wear. The toe strap is cushioned comfy.,103.0,Woman's,2.0,0.25716108083724976,True,"['comfort', 'type_of_shoe', 'wearability', 'specific_parts']",-1,0.0
4037,Womens-heels,Haizley,30/12/2024,1.0,Not specified,Not specified,Verified Buyer,Horrible,"The shoe is beautiful but the front strap, if you have short toes, will stick out on the side.",94.0,Woman's,3.0,0.5392690896987915,True,"['style_and_appearance', 'type_of_shoe', 'wearability', 'specific_parts']",-1,0.0
4038,Womens-heels,Haizley,29/12/2024,3.0,Too Small,Not specified,Verified Buyer,Cute sandals but very narrow,"Very narrow sandals, but sandals they are so cute❤️, rich red I love it.",72.0,Woman's,5.0,0.47926270961761475,True,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",3,0.8870890874445707
4039,Womens-heels,Haizley,30/12/2024,3.0,Not specified,Not specified,Verified Reviewer,"Cute, but. .","Run small, and narrow had to return them. I have a narrow foott.",64.0,Woman's,2.0,0.46019649505615234,True,"['size_and_fit', 'purchase_experience']",-1,0.0
4041,Womens-heels,Hightide,07/03/2025,5.0,True to size,Not specified,Verified Buyer,Cute!!,Beautiful shoes and comfortable.,32.0,Woman's,5.0,0.7573954463005066,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'meta_terms']",29,0.727105102540838
4043,Womens-heels,Hightide,13/12/2024,5.0,True to size,Not specified,Verified Buyer,I am very pleased with,"I am very pleased with this purchase. The quality is excellent, very comfortable. I recommend buying.",101.0,Woman's,5.0,0.8514733910560608,False,"['comfort', 'quality_and_material', 'purchase_experience', 'meta_terms']",93,1.0
4044,Womens-heels,Senna,25/04/2025,5.0,True to size,Not specified,Verified Reviewer,They was cute,I loved them but they hurt a little bit,39.0,Woman's,4.0,0.4530986249446869,True,['purchase_experience'],22,0.2625665841985524
4045,Womens-heels,Senna,09/04/2025,4.0,Not specified,Not specified,Verified Buyer,Very nice shoe definitely not,Very nice shoe definitely not disappointed,42.0,Woman's,5.0,0.5487061142921448,True,"['style_and_appearance', 'type_of_shoe']",29,1.0
4047,Womens-heels,Senna,10/02/2025,4.0,True to size,Not specified,Verified Buyer,Cute Shoe,Looks just like pictured. I haven’t worn them yet so I can’t review on comfort. Fit: true to size,97.0,Woman's,5.0,0.4473738968372345,True,"['size_and_fit', 'comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
4048,Womens-heels,Senna,26/12/2024,5.0,Not specified,Not specified,Verified Buyer,I love the shoes,"I bought them in three colors, my first pair was the green (my fav color) then red and lastly the black. They will be perfect for the upcoming spring and summer season. I look forward styling each pair.",202.0,Woman's,5.0,0.6509473323822021,False,"['style_and_appearance', 'purchase_experience']",30,1.0
4050,Womens-heels,Senna,11/10/2024,5.0,True to size,Not specified,Verified Buyer,Sexy and Comfortable,"These are simply amazing! I can actually wear them all day without the normal discomfort that goes along with wearing a sexy heel. 
I get all the right attention!",162.0,Woman's,5.0,0.9642879366874695,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'wearability', 'meta_terms']",-1,0.0
4051,Womens-heels,Temptress,08/04/2025,5.0,Not specified,Not specified,Verified Buyer,Very comfortable shoe and easy,Very comfortable shoe and easy to walk in!,42.0,Woman's,5.0,0.712158203125,False,"['comfort', 'type_of_shoe', 'wearability', 'meta_terms']",-1,0.0
4052,Womens-heels,Temptress,22/12/2024,5.0,True to size,Not specified,Verified Buyer,True to size very cute,True to size very cute and comfortable,38.0,Woman's,5.0,0.6567233204841614,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'meta_terms']",41,1.0
4053,Womens-heels,Temptress,04/12/2024,5.0,Not specified,Not specified,Unverified,GET IT ASAP,I love these heels sm !!,24.0,Woman's,5.0,0.8756665587425232,False,"['type_of_shoe', 'purchase_experience']",19,1.0
4054,Womens-heels,Mod-m,28/01/2025,5.0,True to size,Not specified,Verified Buyer,Obsessed!,So cute and the low heel is comfortable. I have a wider foot and these type of shoes are often too narrow for me but this one had plenty of room and made my foot look more narrow and sleek! Love them!,200.0,Woman's,5.0,0.7420597076416016,False,"['size_and_fit', 'comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience', 'meta_terms']",-1,0.0
4055,Womens-heels,Mod-m,17/03/2025,5.0,Too Big,Not specified,Verified Buyer,Love these shoes! Can be,Love these shoes! Can be worn casually and dressed up. Goes with everything!,76.0,Woman's,5.0,0.940133273601532,False,"['comfort', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",25,0.8378835461780113
4057,Womens-heels,Daphney,15/04/2025,4.0,True to size,Not specified,Verified Buyer,Toe band is a bit,Toe band is a bit hard. Maybe it’ll be better once broken in,60.0,Woman's,3.0,0.5918257236480713,True,['specific_parts'],6,1.0
4058,Womens-heels,Daphney,01/04/2025,3.0,True to size,Not specified,Unverified,Cute & Not so comfy,Extremely cute with great quality. It’s highly uncomfortable for me.,68.0,Woman's,5.0,0.6910300850868225,True,"['comfort', 'style_and_appearance', 'quality_and_material', 'purchase_experience', 'meta_terms']",14,0.27962751511475525
4060,Womens-heels,Daphney,20/09/2024,5.0,Not specified,Not specified,Verified Buyer,Unique Heel,Very fashionable and comfy. True to size.,41.0,Woman's,5.0,0.6653501391410828,False,"['size_and_fit', 'comfort', 'meta_terms']",13,0.993371966015519
4061,Womens-heels,Gallery,04/07/2023,5.0,True to size,Not specified,Verified Buyer,Must Have,"Color is lighter than depicted, but still beautiful and comfortable.",68.0,Woman's,4.0,0.6547931432723999,True,"['comfort', 'style_and_appearance', 'meta_terms']",-1,0.0
4062,Womens-heels,Gallery,18/05/2023,5.0,Not specified,Not specified,Verified Buyer,Gorgeous,These shoes fit perfect and are super cute.,43.0,Woman's,5.0,0.9157720804214478,False,"['size_and_fit', 'style_and_appearance', 'type_of_shoe', 'purchase_experience']",-1,0.0
4063,Womens-heels,Gallery,11/05/2023,5.0,True to size,Not specified,Verified Buyer,Love,These are so pretty! They are really high though! They are true to size. I can’t wait to wear them.,99.0,Woman's,4.0,0.47559410333633423,True,"['size_and_fit', 'style_and_appearance', 'wearability']",16,0.8697149010245747
4064,Womens-heels,Gallery,11/05/2023,1.0,Too Small,Not specified,Verified Buyer,"Clearance item so beware, no returns allowed","I purchased this item thinking it was 30% off, but instead it is a clearance item that cannot be returned. I ordered two pairs, and this one is the wrong size. Smoke and mirrors marketing, beware.",196.0,Woman's,1.0,0.8275942802429199,False,"['size_and_fit', 'style_and_appearance', 'purchase_experience']",28,0.22256607518572316
